query	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
ZymoMock_3296611	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3296638	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3296708	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_3296712	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_3296861	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3297004	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3297016	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3297159	Lactobacillus_fermentum	99.534	429	2	0	1	429	812	384	0	782
ZymoMock_3297177	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3297277	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3297314	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_3297464	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3297481	Salmonella_enterica	99.068	429	4	0	1	429	781	353	0	771
ZymoMock_3297615	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3297641	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3297709	Enterococcus_faecalis	99.068	429	4	0	1	429	802	374	0	771
ZymoMock_3297851	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3297932	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_3297976	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3298036	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3298057	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3298091	Salmonella_enterica	99.534	429	2	0	1	429	781	353	0	782
ZymoMock_3298099	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_3298156	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_3298142	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_3298242	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3298294	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_3298543	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_3298759	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_3298848	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3298861	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_3299050	Escherichia_coli	99.332	449	3	0	1	449	786	338	0	813
ZymoMock_3299082	Salmonella_enterica	99.332	449	3	0	1	449	801	353	0	813
ZymoMock_3299093	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3299260	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3299370	Escherichia_coli	99.767	429	1	0	1	429	786	358	0	787
ZymoMock_3299457	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_3299496	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_3299638	Bacillus_subtilis	98.605	430	6	0	1	430	794	365	0	761
ZymoMock_3299896	Escherichia_coli	99.068	429	4	0	1	429	786	358	0	771
ZymoMock_3300014	Escherichia_coli	99.301	429	3	0	1	429	786	358	0	776
ZymoMock_3300068	Pseudomonas_aeruginosa	100	429	0	0	1	429	771	343	0	793
ZymoMock_3300163	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_3300253	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3300435	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3300437	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3300483	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_3300549	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3300779	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3300967	Bacillus_subtilis	98.837	430	5	0	1	430	794	365	0	767
ZymoMock_3301100	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3301084	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3301152	Escherichia_coli	99.534	429	2	0	1	429	786	358	0	782
ZymoMock_3301235	Bacillus_subtilis	98.444	450	6	1	1	449	814	365	0	791
ZymoMock_3301250	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3301284	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_3301368	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_3301530	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3301576	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3301736	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_3301746	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3301795	Bacillus_subtilis	98.667	450	5	1	1	449	814	365	0	797
ZymoMock_3301966	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3302071	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3302210	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3302320	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3302339	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3302405	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3302586	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3302794	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3303122	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3303284	Enterococcus_faecalis	99.301	429	3	0	1	429	802	374	0	776
ZymoMock_3303338	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3303486	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3303650	Pseudomonas_aeruginosa	100	429	0	0	1	429	771	343	0	793
ZymoMock_3303686	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_3303797	Enterococcus_faecalis	99.068	429	4	0	1	429	802	374	0	771
ZymoMock_3303921	Enterococcus_faecalis	99.301	429	3	0	1	429	802	374	0	776
ZymoMock_3304035	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_3304053	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3304201	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_3304308	Escherichia_coli	99.534	429	2	0	1	429	786	358	0	782
ZymoMock_3304401	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3304416	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_3304412	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_3304460	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_3304466	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3304587	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3304656	Pseudomonas_aeruginosa	99.534	429	2	0	1	429	771	343	0	782
ZymoMock_3304693	Pseudomonas_aeruginosa	99.534	429	2	0	1	429	771	343	0	782
ZymoMock_3304719	Lactobacillus_fermentum	99.068	429	4	0	1	429	812	384	0	771
ZymoMock_3305008	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_3305013	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3305090	Enterococcus_faecalis	99.301	429	3	0	1	429	802	374	0	776
ZymoMock_3305104	Escherichia_coli	99.301	429	3	0	1	429	786	358	0	776
ZymoMock_3305137	Pseudomonas_aeruginosa	99.534	429	2	0	1	429	771	343	0	782
ZymoMock_3305225	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3305287	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_3305404	Listeria_monocytogenes	99.333	450	2	1	1	450	814	366	0	813
ZymoMock_3305427	Pseudomonas_aeruginosa	73.967	242	57	6	55	293	717	479	4.62E-22	93.5
ZymoMock_3305434	Listeria_monocytogenes	99.778	450	1	0	1	450	794	345	0	826
ZymoMock_3305489	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3305500	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3305764	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3305831	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_3305900	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3305909	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3305925	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_3305946	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3306326	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_3306416	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3306453	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_3306516	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_3306562	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3306610	Enterococcus_faecalis	99.301	429	3	0	1	429	802	374	0	776
ZymoMock_3306667	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_3306664	Salmonella_enterica	99.778	450	1	0	1	450	781	332	0	826
ZymoMock_3306699	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3306760	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_3306783	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3306786	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3306142	Lactobacillus_fermentum	99.068	429	4	0	1	429	812	384	0	771
ZymoMock_3306945	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3306998	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3307063	Salmonella_enterica	99.068	429	4	0	1	429	781	353	0	771
ZymoMock_3307111	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3307131	Salmonella_enterica	99.534	429	2	0	1	429	781	353	0	782
ZymoMock_3307206	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3307239	Listeria_monocytogenes	98.601	429	6	0	1	429	794	366	0	760
ZymoMock_3307329	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3307352	Salmonella_enterica	99.301	429	3	0	1	429	781	353	0	776
ZymoMock_3307419	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3307467	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3307538	Listeria_monocytogenes	99.767	429	0	1	1	428	794	366	0	785
ZymoMock_3307739	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3307959	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_3307955	Listeria_monocytogenes	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_3308587	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3308629	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3307916	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_3309032	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_3309076	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3309072	Lactobacillus_fermentum	98.834	429	5	0	1	429	812	384	0	765
ZymoMock_3309155	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_3309161	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_3309304	Salmonella_enterica	99.534	429	2	0	1	429	781	353	0	782
ZymoMock_3309307	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3309360	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_3309426	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3309654	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_3310067	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_3310091	Pseudomonas_aeruginosa	98.441	449	7	0	1	449	791	343	0	791
ZymoMock_3310272	Salmonella_enterica	99.534	429	2	0	1	429	781	353	0	782
ZymoMock_3310281	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3310329	Escherichia_coli	99.767	429	1	0	1	429	786	358	0	787
ZymoMock_3310340	Salmonella_enterica	98.441	449	7	0	1	449	781	333	0	791
ZymoMock_3310417	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3310442	Escherichia_coli	99.301	429	3	0	1	429	786	358	0	776
ZymoMock_3310469	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3310496	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3310539	Staphylococcus_aureus	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_3310641	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3310813	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3310867	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3310894	Bacillus_subtilis	99.07	430	4	0	1	430	794	365	0	773
ZymoMock_3310901	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3310918	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3311005	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3311247	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3311260	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3311483	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3311783	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3311809	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3311829	Pseudomonas_aeruginosa	99.534	429	2	0	1	429	771	343	0	782
ZymoMock_3311960	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3312039	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3312131	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_3312164	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3312187	Pseudomonas_aeruginosa	100	429	0	0	1	429	771	343	0	793
ZymoMock_3312216	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3312268	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_3312304	Pseudomonas_aeruginosa	99.534	429	2	0	1	429	771	343	0	782
ZymoMock_3312337	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3312483	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3312496	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3312548	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3312553	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3312564	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3312688	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3312882	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3312916	Escherichia_coli	99.301	429	3	0	1	429	786	358	0	776
ZymoMock_3313039	Lactobacillus_fermentum	98.834	429	5	0	1	429	812	384	0	765
ZymoMock_3313047	Escherichia_coli	99.534	429	2	0	1	429	786	358	0	782
ZymoMock_3313229	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3313260	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3313466	Listeria_monocytogenes	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_3313479	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_3313667	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3313717	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3313754	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3314032	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3314097	Lactobacillus_fermentum	94.172	429	25	0	1	429	812	384	0	654
ZymoMock_3314151	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_3314160	Escherichia_coli	99.068	429	4	0	1	429	786	358	0	771
ZymoMock_3314159	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3314227	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3314203	Bacillus_subtilis	99.113	451	3	1	1	451	814	365	0	809
ZymoMock_3314299	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3314416	Salmonella_enterica	99.534	429	2	0	1	429	781	353	0	782
ZymoMock_3314467	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3314497	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3314494	Bacillus_subtilis	99.555	449	2	0	2	450	813	365	0	819
ZymoMock_3314525	Escherichia_coli	99.767	429	1	0	1	429	786	358	0	787
ZymoMock_3314835	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3314883	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_3314941	Staphylococcus_aureus	99.555	449	2	0	1	449	794	346	0	819
ZymoMock_3315020	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3315083	Escherichia_coli	100	429	0	0	1	429	786	358	0	793
ZymoMock_3315345	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3315381	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3315433	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3315587	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3315922	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3315987	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_3316066	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_3316081	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3316113	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3316254	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3316320	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3316440	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3316500	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3316509	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_3316600	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3316711	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3316887	Lactobacillus_fermentum	99.301	429	3	0	1	429	812	384	0	776
ZymoMock_3316929	Bacillus_subtilis	99.557	451	2	0	1	451	794	344	0	822
ZymoMock_3316969	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3317033	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3317029	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_3317192	Escherichia_coli	99.767	429	1	0	1	429	786	358	0	787
ZymoMock_3317228	Bacillus_subtilis	99.333	450	3	0	1	450	794	345	0	815
ZymoMock_3317322	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3317406	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3317415	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3317500	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3317546	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3317777	Listeria_monocytogenes	98.834	429	5	0	1	429	794	366	0	765
ZymoMock_3317788	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3317816	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3317893	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_3317925	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3317964	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3317963	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3318086	Bacillus_subtilis	99.778	450	0	1	1	449	794	345	0	824
ZymoMock_3318176	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_3318283	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_3318431	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3318516	Salmonella_enterica	99.534	429	2	0	1	429	781	353	0	782
ZymoMock_3318610	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3318620	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_3318660	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_3318924	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_3318995	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3319101	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_3319392	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_3319390	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3319477	Enterococcus_faecalis	99.068	429	4	0	1	429	802	374	0	771
ZymoMock_3319497	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3319525	Enterococcus_faecalis	89.171	434	37	7	1	429	802	374	2.33E-154	532
ZymoMock_3319571	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3319585	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3319593	Lactobacillus_fermentum	98.601	429	6	0	1	429	812	384	0	760
ZymoMock_3319801	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_3319843	Listeria_monocytogenes	99.555	449	2	0	1	449	794	346	0	819
ZymoMock_3319842	Listeria_monocytogenes	99.777	449	0	1	1	448	794	346	0	822
ZymoMock_3319936	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3320018	Listeria_monocytogenes	98.664	449	5	1	1	448	814	366	0	795
ZymoMock_3320389	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3320430	Salmonella_enterica	99.534	429	2	0	1	429	781	353	0	782
ZymoMock_3320482	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_3320531	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3320554	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_3320577	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_3320625	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_3320685	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3320714	Escherichia_coli	99.534	429	2	0	1	429	786	358	0	782
ZymoMock_3320725	Bacillus_subtilis	100	429	0	0	1	429	794	366	0	793
ZymoMock_3320878	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3321032	Enterococcus_faecalis	99.301	429	3	0	1	429	802	374	0	776
ZymoMock_3321235	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3321375	Staphylococcus_aureus	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_3321482	Escherichia_coli	99.555	449	2	0	1	449	786	338	0	819
ZymoMock_3321668	Salmonella_enterica	99.776	447	1	0	1	447	781	335	0	821
ZymoMock_3321721	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_3321755	Bacillus_subtilis	99.778	450	1	0	1	450	794	345	0	826
ZymoMock_3321791	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3321866	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3321876	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_3321953	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3321997	Staphylococcus_aureus	98.834	429	5	0	1	429	794	366	0	765
ZymoMock_3322122	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3322242	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_3322258	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3322297	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_3322474	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_3322587	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3322640	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_3322652	Listeria_monocytogenes	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_3322683	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_3322730	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_3322811	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3322843	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3322837	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_3322849	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_3323016	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_3323019	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
